Timestamp,Statement,Answer
2022-06-07T00:31:03.71Z,What do you want to happen to your body after you die?,Cremation
2022-06-07T00:35:20.403Z,What physical markers do you want established in your honor?,Tree
2022-06-07T00:35:20.407Z,What physical markers do you want established in your honor?,Tree
2022-06-07T00:41:28.397Z,What details of your funeral are important to you?,Readings
2022-06-07T00:41:28.397Z,What details of your funeral are important to you?,Rituals
2022-06-07T00:41:28.397Z,What details of your funeral are important to you?,Music
2022-06-07T00:41:28.397Z,What details of your funeral are important to you?,Food/drinks
2022-06-07T00:41:28.397Z,What details of your funeral are important to you?,Dress code
2022-06-07T00:44:32.24Z,What would you like people to give in your honor?,Donations
2022-06-07T00:56:12.847Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-07T00:57:44.26Z,What do you want the mood to be at your funeral?,Celebratory
2022-06-07T00:58:52.807Z,What do you want to happen to your body after you die?,Cremation
2022-06-07T01:06:23.593Z,Are you an organ donor?,Yes
2022-06-07T01:06:23.597Z,Are you an organ donor?,Yes
2022-06-07T21:45:46.587Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-07T21:45:46.593Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-07T21:55:22.843Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-07T21:55:22.85Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-07T22:25:16.667Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-07T22:25:56.697Z,Do you have children?,Yes
2022-06-07T22:27:01.47Z,Do you have any pets?,No
2022-06-07T22:27:25.167Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-06-07T22:30:11.05Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2022-06-07T22:33:34.057Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-07T22:33:48.207Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-06-08T10:21:01.14Z,Were you anticipating this death?,I'm not sure
2022-06-08T10:21:03.17Z,Which best represents your situation?,"I'm NOT the primary person, but I want to help"
2022-06-21T17:31:54.82Z,How much have you thought about your end-of-life wishes?,I've documented some of my plans
2022-06-21T17:32:01.2Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-06-21T17:32:06.807Z,What could you most use help on right now?,Planning my future funeral
2022-06-21T17:32:06.807Z,What could you most use help on right now?,Getting my legal documents in place
2022-06-21T17:32:06.807Z,What could you most use help on right now?,Organizing my accounts & documents
2022-06-21T17:39:32.253Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-21T17:39:46.48Z,Do you have children?,No
2022-06-21T17:40:26.36Z,Do you have any pets?,No
2022-06-21T17:40:39.923Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-06-21T17:42:01.94Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-06-21T17:43:00.213Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-21T17:43:15.09Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-06-22T18:22:51.127Z,How much have you thought about your end-of-life wishes?,I've documented some of my plans
2022-06-22T18:23:22.157Z,What's motivating you to prepare for end of life?,I'm worried about my health
2022-06-22T18:23:22.157Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-06-22T18:23:22.157Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-06-22T18:24:13.877Z,What could you most use help on right now?,Health care planning
2022-06-22T18:24:13.877Z,What could you most use help on right now?,Getting my legal documents in place
2022-06-22T18:24:13.877Z,What could you most use help on right now?,Sharing my wishes
2022-06-22T18:31:37.857Z,Are you an organ donor?,No
2022-06-22T18:31:37.863Z,Are you an organ donor?,No
2022-06-22T18:46:36.87Z,Which healthcare documents do you have?,Other
2022-06-22T18:46:36.87Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-22T18:46:36.87Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-22T18:46:36.87Z,Which healthcare documents do you have?,HIPAA release form
2022-06-22T18:46:36.877Z,Which healthcare documents do you have?,Other
2022-06-22T18:46:36.877Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-22T18:46:36.877Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-22T18:46:36.877Z,Which healthcare documents do you have?,HIPAA release form
2022-06-22T19:00:30.08Z,What do you want to happen to your email accounts when you die?,Other
2022-06-22T19:00:30.08Z,What do you want to happen to your email accounts when you die?,Leave it be
2022-06-22T19:00:30.087Z,What do you want to happen to your email accounts when you die?,Other
2022-06-22T19:00:30.087Z,What do you want to happen to your email accounts when you die?,Leave it be
2022-06-22T19:03:18.577Z,Do you have life insurance?,No
2022-06-22T19:03:35.293Z,Do you have a power of attorney?,Yes
2022-06-22T19:31:13.15Z,What details of your funeral are important to you?,Readings
2022-06-22T19:31:13.15Z,What details of your funeral are important to you?,Music
2022-06-22T19:31:13.15Z,What details of your funeral are important to you?,Food/drinks
2022-06-22T19:31:13.153Z,What details of your funeral are important to you?,Readings
2022-06-22T19:31:13.153Z,What details of your funeral are important to you?,Music
2022-06-22T19:31:13.153Z,What details of your funeral are important to you?,Food/drinks
2022-06-22T19:33:27.323Z,What would you like people to give in your honor?,Other
2022-06-22T19:33:27.33Z,What would you like people to give in your honor?,Other
2022-06-22T19:34:59.38Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-22T19:34:59.39Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-22T19:36:38.04Z,What do you want the mood to be at your funeral?,Other
2022-06-22T19:36:38.043Z,What do you want the mood to be at your funeral?,Other
2022-06-22T19:39:23.56Z,What do you want to happen to your body after you die?,Green burial
2022-06-22T19:39:23.567Z,What do you want to happen to your body after you die?,Green burial
2022-06-22T19:43:26.53Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-22T19:43:26.533Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-22T19:48:44.667Z,Do you have a power of attorney?,Yes
2022-06-22T19:56:01.883Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-22T19:56:22.337Z,Do you have children?,Yes
2022-06-22T20:01:21.217Z,Do you have any pets?,Yes
2022-06-22T20:06:30.343Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Split evenly among my children*, else their descendants"
2022-06-22T20:07:13.083Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2022-06-22T20:11:02.813Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-22T20:11:47.32Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-06-26T21:21:43.327Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-26T21:21:48.603Z,Do you have children?,No
2022-06-26T21:21:51.617Z,Do you have any pets?,No
2022-06-26T21:22:08.237Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-06-26T21:24:31.587Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-06-26T21:32:40.48Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-26T21:32:48.28Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-06-26T21:38:08.543Z,Are you an organ donor?,Yes
2022-06-26T21:38:08.55Z,Are you an organ donor?,Yes
2022-06-26T21:39:06.293Z,Which healthcare documents do you have?,Other
2022-06-26T21:39:06.293Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-26T21:39:06.293Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-26T21:39:06.293Z,Which healthcare documents do you have?,HIPAA release form
2022-06-26T21:39:06.297Z,Which healthcare documents do you have?,Other
2022-06-26T21:39:06.297Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-26T21:39:06.297Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-26T21:39:06.297Z,Which healthcare documents do you have?,HIPAA release form
2022-06-26T21:45:10.547Z,What do you want to happen to your email accounts when you die?,Delete it all!
2022-06-26T21:45:10.547Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-26T21:45:10.55Z,What do you want to happen to your email accounts when you die?,Delete it all!
2022-06-26T21:45:10.55Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-26T21:51:23.457Z,Do you have life insurance?,No
2022-06-26T21:52:18.423Z,Do you have a power of attorney?,Yes
2022-06-26T21:52:18.427Z,Do you have a power of attorney?,Yes
2022-06-26T21:52:41.367Z,Do you have a will and/or trust?,Yes
2022-06-26T21:52:41.37Z,Do you have a will and/or trust?,Yes
2022-06-26T21:53:10.557Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-26T21:53:10.563Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-26T21:59:46.917Z,What details of your funeral are important to you?,Other
2022-06-26T21:59:46.917Z,What details of your funeral are important to you?,Dress code
2022-06-26T21:59:46.923Z,What details of your funeral are important to you?,Other
2022-06-26T21:59:46.923Z,What details of your funeral are important to you?,Dress code
2022-06-26T22:01:15.49Z,What would you like people to give in your honor?,Other
2022-06-26T22:01:15.49Z,What would you like people to give in your honor?,Donations
2022-06-26T22:01:15.497Z,What would you like people to give in your honor?,Other
2022-06-26T22:01:15.497Z,What would you like people to give in your honor?,Donations
2022-06-26T22:03:57.28Z,What do you want the mood to be at your funeral?,Other
2022-06-26T22:03:57.287Z,What do you want the mood to be at your funeral?,Other
2022-06-26T22:04:14.923Z,What do you want the mood to be at your funeral?,Other
2022-06-26T22:05:52.277Z,What do you want to happen to your body after you die?,Other
2022-06-26T22:05:52.283Z,What do you want to happen to your body after you die?,Other
2022-06-27T02:43:25.72Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-27T02:43:43.117Z,Do you have children?,No
2022-06-27T03:00:22.77Z,Do you have any pets?,No
2022-06-27T03:00:47.45Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-06-27T03:01:04.31Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-06-27T03:02:29.253Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-27T03:02:40.5Z,Would you like your digital executor to have access to the contents of your electronic communications?,No
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I'm near end of life
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I'm worried about my health
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I want to protect my family financially
2022-06-27T03:56:57.023Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Health care planning
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Planning my future funeral
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Deciding what to do with my body
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Getting my legal documents in place
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Leaving a legacy
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Protecting my pets when I die
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Organizing my accounts & documents
2022-06-27T03:57:08.84Z,What could you most use help on right now?,Sharing my wishes
2022-06-27T03:57:56.65Z,What details of your funeral are important to you?,Readings
2022-06-27T03:57:56.65Z,What details of your funeral are important to you?,Rituals
2022-06-27T03:57:56.65Z,What details of your funeral are important to you?,Music
2022-06-27T03:57:56.65Z,What details of your funeral are important to you?,Food/drinks
2022-06-27T03:57:56.65Z,What details of your funeral are important to you?,Dress code
2022-06-27T03:58:29.937Z,What would you like people to give in your honor?,Donations
2022-06-27T03:58:29.943Z,What would you like people to give in your honor?,Donations
2022-06-27T03:59:53.797Z,Where do you want your funeral to take place?,My home
2022-06-27T03:59:53.797Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-27T03:59:53.803Z,Where do you want your funeral to take place?,My home
2022-06-27T03:59:53.803Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-27T03:59:59.99Z,What do you want the mood to be at your funeral?,Celebratory
2022-06-27T03:59:59.993Z,What do you want the mood to be at your funeral?,Celebratory
2022-06-27T04:04:49.137Z,What physical markers do you want established in your honor?,Bench
2022-06-27T04:04:49.137Z,What physical markers do you want established in your honor?,Tree
2022-06-27T04:04:49.143Z,What physical markers do you want established in your honor?,Bench
2022-06-27T04:04:49.143Z,What physical markers do you want established in your honor?,Tree
2022-06-27T04:05:38.653Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-27T04:05:38.653Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-27T04:05:38.653Z,Which healthcare documents do you have?,HIPAA release form
2022-06-27T04:05:38.66Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-27T04:05:38.66Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-27T04:05:38.66Z,Which healthcare documents do you have?,HIPAA release form
2022-06-27T04:09:26.557Z,What do you want to happen to your email accounts when you die?,Delete it all!
2022-06-27T04:09:26.56Z,What do you want to happen to your email accounts when you die?,Delete it all!
2022-06-27T04:16:23.413Z,Do you have life insurance?,Yes
2022-06-27T04:16:23.42Z,Do you have life insurance?,Yes
2022-06-27T04:17:41.36Z,Do you have a power of attorney?,Yes
2022-06-27T04:17:41.367Z,Do you have a power of attorney?,Yes
2022-06-27T04:19:10.78Z,Do you have a will and/or trust?,Yes
2022-06-27T04:19:10.787Z,Do you have a will and/or trust?,Yes
2022-06-27T04:20:47.1Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-27T04:20:47.103Z,Who should your loved ones reach out to when managing your estate?,Other
2022-06-27T04:30:14.973Z,What details of your funeral are important to you?,Readings
2022-06-27T04:30:14.973Z,What details of your funeral are important to you?,Rituals
2022-06-27T04:30:14.973Z,What details of your funeral are important to you?,Music
2022-06-27T04:30:14.973Z,What details of your funeral are important to you?,Food/drinks
2022-06-27T04:30:14.973Z,What details of your funeral are important to you?,Dress code
2022-06-27T04:31:15.377Z,Are you an organ donor?,No
2022-06-27T06:48:07.12Z,Do you have any dependents (regardless of age) with special needs?,No
2022-06-27T06:48:10.153Z,Do you have children?,Yes
2022-06-27T06:49:43.5Z,Do you have any pets?,No
2022-06-27T06:49:55.083Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Split evenly among my children*, else their descendants"
2022-06-27T06:50:05.107Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-06-27T06:51:56.747Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-06-27T06:52:01.72Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-06-27T06:54:07.637Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2022-06-27T06:54:13.963Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-06-27T06:54:13.963Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-06-27T06:54:13.963Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-06-27T06:54:20.937Z,What could you most use help on right now?,Planning my future funeral
2022-06-27T06:54:20.937Z,What could you most use help on right now?,Deciding what to do with my body
2022-06-27T06:54:20.937Z,What could you most use help on right now?,Sharing my wishes
2022-06-27T06:55:36.197Z,What details of your funeral are important to you?,Readings
2022-06-27T06:55:36.197Z,What details of your funeral are important to you?,Rituals
2022-06-27T06:55:36.197Z,What details of your funeral are important to you?,Music
2022-06-27T06:55:36.203Z,What details of your funeral are important to you?,Readings
2022-06-27T06:55:36.203Z,What details of your funeral are important to you?,Rituals
2022-06-27T06:55:36.203Z,What details of your funeral are important to you?,Music
2022-06-27T06:55:59.087Z,What would you like people to give in your honor?,Donations
2022-06-27T06:55:59.093Z,What would you like people to give in your honor?,Donations
2022-06-27T06:56:10.327Z,Where do you want your funeral to take place?,Somewhere outside
2022-06-27T06:56:29.95Z,What do you want the mood to be at your funeral?,Celebratory
2022-06-27T06:56:29.953Z,What do you want the mood to be at your funeral?,Celebratory
2022-06-27T06:56:39.477Z,What do you want to happen to your body after you die?,Green burial
2022-06-27T06:58:51.397Z,What physical markers do you want established in your honor?,Bench
2022-06-27T06:58:51.397Z,What physical markers do you want established in your honor?,Tree
2022-06-27T06:58:51.403Z,What physical markers do you want established in your honor?,Bench
2022-06-27T06:58:51.403Z,What physical markers do you want established in your honor?,Tree
2022-06-27T06:58:57.647Z,Are you an organ donor?,Yes
2022-06-27T06:59:04.57Z,Which healthcare documents do you have?,Healthcare proxy form
2022-06-27T06:59:04.57Z,Which healthcare documents do you have?,Advance directive or living will
2022-06-27T07:00:13.203Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-27T07:00:13.213Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-06-27T07:01:16.027Z,Do you have life insurance?,No
2022-06-27T07:01:22.397Z,Do you have a power of attorney?,No
2022-06-27T07:01:44.567Z,Do you have a will and/or trust?,Yes
2022-06-27T07:01:44.573Z,Do you have a will and/or trust?,Yes
2022-07-07T08:29:16.83Z,What do you want to happen to your body after you die?,Cremation
2022-07-07T08:29:16.84Z,What do you want to happen to your body after you die?,Cremation
2022-07-07T08:30:17.463Z,What physical markers do you want established in your honor?,Grave marker
2022-07-07T08:30:17.47Z,What physical markers do you want established in your honor?,Grave marker
2022-07-07T08:33:50.65Z,Do you have a power of attorney?,No
2022-07-07T08:33:55.353Z,Do you have a will and/or trust?,No
2022-07-07T08:36:50.16Z,What do you want the mood to be at your funeral?,Other
2022-07-07T08:36:50.167Z,What do you want the mood to be at your funeral?,Other
2022-07-07T08:37:44.873Z,Where do you want your funeral to take place?,Other
2022-07-07T08:37:44.88Z,Where do you want your funeral to take place?,Other
2022-07-07T08:38:28.577Z,What would you like people to give in your honor?,Donations
2022-07-07T08:38:28.583Z,What would you like people to give in your honor?,Donations
2022-07-07T08:40:40.82Z,What details of your funeral are important to you?,Readings
2022-07-07T08:40:40.82Z,What details of your funeral are important to you?,Music
2022-07-07T08:40:40.827Z,What details of your funeral are important to you?,Readings
2022-07-07T08:40:40.827Z,What details of your funeral are important to you?,Music
2022-07-07T08:43:38.46Z,Do you have any dependents (regardless of age) with special needs?,No
2022-07-07T08:43:45.73Z,Do you have children?,No
2022-07-07T08:43:48.083Z,Do you have any pets?,No
2022-07-07T08:43:49.56Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2022-07-07T08:44:16.97Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-07-07T08:53:47.79Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-07-07T08:54:06.697Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-07-07T08:57:12.403Z,Which healthcare documents do you have?,HIPAA release form
2022-07-07T08:57:12.41Z,Which healthcare documents do you have?,HIPAA release form
2022-07-07T08:59:24.22Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-07-07T09:02:12.247Z,Who should your loved ones reach out to when managing your estate?,Other
2022-07-07T09:02:12.253Z,Who should your loved ones reach out to when managing your estate?,Other
2022-07-11T14:00:12.81Z,What do you want to happen to your body after you die?,Traditional burial
2022-07-11T14:00:16.123Z,What do you want the mood to be at your funeral?,Celebratory
2022-07-11T14:00:21.433Z,What would you like people to give in your honor?,Flowers
2022-07-12T15:16:25.29Z,What would you like people to give in your honor?,Flowers
2022-07-17T15:51:49.963Z,Do you have any dependents (regardless of age) with special needs?,No
2022-07-17T15:51:53.863Z,Do you have children?,No
2022-07-17T15:51:56.45Z,Do you have any pets?,No
2022-07-17T15:52:03.38Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-07-17T16:23:43.36Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-07-17T16:34:54.653Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-07-17T16:35:02.24Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-07-18T11:17:52.407Z,How much have you thought about your end-of-life wishes?,I've documented some of my plans
2022-07-18T11:18:04.097Z,What's motivating you to prepare for end of life?,I'm near end of life
2022-07-18T11:18:04.097Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-07-18T11:18:04.097Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-07-18T11:18:44.123Z,What could you most use help on right now?,Planning my future funeral
2022-07-18T11:18:44.123Z,What could you most use help on right now?,Deciding what to do with my body
2022-07-18T11:18:44.123Z,What could you most use help on right now?,Leaving a legacy
2022-07-18T11:27:46.207Z,What details of your funeral are important to you?,Rituals
2022-07-18T11:27:46.207Z,What details of your funeral are important to you?,Music
2022-07-18T11:27:46.207Z,What details of your funeral are important to you?,Dress code
2022-07-18T11:27:46.21Z,What details of your funeral are important to you?,Rituals
2022-07-18T11:27:46.21Z,What details of your funeral are important to you?,Music
2022-07-18T11:27:46.21Z,What details of your funeral are important to you?,Dress code
2022-07-18T11:35:56.993Z,Where do you want your funeral to take place?,Other
2022-07-18T11:35:56.993Z,Where do you want your funeral to take place?,Somewhere outside
2022-07-18T11:35:57.003Z,Where do you want your funeral to take place?,Other
2022-07-18T11:35:57.003Z,Where do you want your funeral to take place?,Somewhere outside
2022-07-18T11:35:58.357Z,What do you want the mood to be at your funeral?,Other
2022-07-18T11:35:58.363Z,What do you want the mood to be at your funeral?,Other
2022-07-18T11:37:53.833Z,What would you like people to give in your honor?,Flowers
2022-07-18T11:37:53.833Z,What would you like people to give in your honor?,Donations
2022-07-18T11:37:53.84Z,What would you like people to give in your honor?,Flowers
2022-07-18T11:37:53.84Z,What would you like people to give in your honor?,Donations
2022-07-18T11:43:54.633Z,What do you want to happen to your body after you die?,Cremation
2022-07-18T11:43:54.637Z,What do you want to happen to your body after you die?,Cremation
2022-07-18T13:32:49.347Z,Are you an organ donor?,Yes
2022-07-18T13:33:27.567Z,Which healthcare documents do you have?,Advance directive or living will
2022-07-18T13:33:27.573Z,Which healthcare documents do you have?,Advance directive or living will
2022-07-18T16:20:59.85Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-07-18T16:20:59.857Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-07-18T16:28:59.62Z,Do you have life insurance?,No
2022-07-18T16:29:18.147Z,Do you have a power of attorney?,No
2022-07-18T16:30:13.133Z,Do you have a will and/or trust?,Yes
2022-07-18T16:30:13.14Z,Do you have a will and/or trust?,Yes
2022-07-18T16:31:00.693Z,Who should your loved ones reach out to when managing your estate?,Other
2022-07-18T16:31:00.71Z,Who should your loved ones reach out to when managing your estate?,Other
2022-07-22T23:58:28.303Z,Where do you want your funeral to take place?,Other
2022-07-22T23:58:28.303Z,Where do you want your funeral to take place?,Funeral home
2022-07-22T23:58:28.303Z,Where do you want your funeral to take place?,My home
2022-07-22T23:58:28.303Z,Where do you want your funeral to take place?,Somewhere outside
2022-07-22T23:58:28.31Z,Where do you want your funeral to take place?,Other
2022-07-22T23:58:28.31Z,Where do you want your funeral to take place?,Funeral home
2022-07-22T23:58:28.31Z,Where do you want your funeral to take place?,My home
2022-07-22T23:58:28.31Z,Where do you want your funeral to take place?,Somewhere outside
2022-07-23T00:03:39.207Z,What do you want the mood to be at your funeral?,Other
2022-07-23T00:03:39.213Z,What do you want the mood to be at your funeral?,Other
2022-07-23T00:18:23.027Z,What would you like people to give in your honor?,Other
2022-07-23T00:18:23.027Z,What would you like people to give in your honor?,Flowers
2022-07-23T00:18:23.037Z,What would you like people to give in your honor?,Other
2022-07-23T00:18:23.037Z,What would you like people to give in your honor?,Flowers
2022-07-23T00:37:04.653Z,Do you have a will and/or trust?,Yes
2022-07-23T00:37:04.66Z,Do you have a will and/or trust?,Yes
2022-07-23T00:38:02.98Z,Do you have a power of attorney?,Yes
2022-07-23T00:38:02.987Z,Do you have a power of attorney?,Yes
2022-07-27T18:58:29.147Z,What physical markers do you want established in your honor?,Grave marker
2022-07-27T18:58:29.147Z,What physical markers do you want established in your honor?,Bench
2022-07-27T18:58:29.147Z,What physical markers do you want established in your honor?,Tree
2022-07-27T18:58:29.153Z,What physical markers do you want established in your honor?,Grave marker
2022-07-27T18:58:29.153Z,What physical markers do you want established in your honor?,Bench
2022-07-27T18:58:29.153Z,What physical markers do you want established in your honor?,Tree
2022-07-27T19:07:30.623Z,Do you have a will and/or trust?,No
2022-07-27T19:09:25.007Z,Are you an organ donor?,No
2022-07-27T19:09:52.92Z,Are you an organ donor?,No
2022-07-27T19:14:34.433Z,What would you like people to give in your honor?,Flowers
2022-07-27T19:14:34.433Z,What would you like people to give in your honor?,Donations
2022-07-27T19:16:21.78Z,Where do you want your funeral to take place?,Other
2022-07-27T19:16:21.78Z,Where do you want your funeral to take place?,Funeral home
2022-07-27T19:16:21.78Z,Where do you want your funeral to take place?,My home
2022-07-27T19:16:21.78Z,Where do you want your funeral to take place?,My place of worship
2022-07-27T19:16:21.78Z,Where do you want your funeral to take place?,Somewhere outside
2022-07-27T19:16:38.067Z,What do you want the mood to be at your funeral?,Celebratory
2022-07-27T19:17:47.13Z,What do you want to happen to your body after you die?,Traditional burial
2022-07-27T19:19:34.157Z,Do you have any dependents (regardless of age) with special needs?,No
2022-07-27T19:19:44.67Z,Do you have children?,No
2022-07-27T19:20:05.863Z,Do you have any pets?,Yes
2022-07-27T19:21:40.143Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-07-27T19:28:09.09Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2022-07-27T19:30:37.11Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-07-27T19:30:59.6Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-07-31T21:39:06.187Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2022-07-31T21:39:13.02Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-07-31T21:39:13.02Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-07-31T21:39:13.02Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-07-31T21:39:28.003Z,What could you most use help on right now?,Health care planning
2022-07-31T21:39:28.003Z,What could you most use help on right now?,Deciding what to do with my body
2022-07-31T21:39:28.003Z,What could you most use help on right now?,Getting my legal documents in place
2022-07-31T21:39:28.003Z,What could you most use help on right now?,Organizing my accounts & documents
2022-07-31T21:39:28.003Z,What could you most use help on right now?,Sharing my wishes
2022-07-31T21:48:32.05Z,What details of your funeral are important to you?,Other
2022-07-31T21:48:32.05Z,What details of your funeral are important to you?,Readings
2022-07-31T21:48:32.05Z,What details of your funeral are important to you?,Rituals
2022-07-31T21:48:32.05Z,What details of your funeral are important to you?,Music
2022-07-31T21:48:32.05Z,What details of your funeral are important to you?,Food/drinks
2022-07-31T21:48:32.053Z,What details of your funeral are important to you?,Other
2022-07-31T21:48:32.053Z,What details of your funeral are important to you?,Readings
2022-07-31T21:48:32.053Z,What details of your funeral are important to you?,Rituals
2022-07-31T21:48:32.053Z,What details of your funeral are important to you?,Music
2022-07-31T21:48:32.053Z,What details of your funeral are important to you?,Food/drinks
2022-07-31T21:52:25.027Z,What would you like people to give in your honor?,Other
2022-07-31T21:52:25.037Z,What would you like people to give in your honor?,Other
2022-07-31T21:55:20.193Z,Are you an organ donor?,No
2022-07-31T21:55:20.197Z,Are you an organ donor?,No
2022-07-31T22:01:25.993Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-07-31T22:01:26Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-08-01T16:45:33.73Z,How much have you thought about your end-of-life wishes?,I haven't thought about it
2022-08-01T16:45:44.66Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-08-01T16:45:44.66Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
